Summary;Error Type;Error Scope;Comment;Mode of Demise;Mode of Demise_P;Mode of Demise_TP;Mode of Demise_FP;Mode of Demise_FN;Mode of Demise_TN;Victim;Victim_P;Victim_TP;Victim_FP;Victim_FN;Victim_TN;Perpetrator;Perpetrator_P;Perpetrator_TP;Perpetrator_FP;Perpetrator_FN;Perpetrator_TN;Classification;Reason;Presentation mode;Narrator POV;words
Orpheus, a renowned musician, lost his wife Eurydice when he turned around while leading her out of the underworld, causing her to fall back into the darkness forever. Overwhelmed with grief, Orpheus gave up singing and eventually fell out of favor with his fans and friends. The Maenads, followers of Dionysus, begged him to sing for them, but he refused, angering Dionysus who ordered the Maenads to tear Orpheus to pieces. The Maenads, acting as perpetrators, murdered Orpheus by tearing him apart, with Orpheus being the victim and showing no struggle, thinking of his lost lover Eurydice in the underworld. His mother Calliope later found his pieces, stitched them together, and buried him next to Eurydice, reuniting the couple in death, while above ground, there was grief for the once-great musician.;False positive;Summary;;;unknown;0;0;0;1;;Eurydice;0;1;0;0;;;0;0;0;1;Incorrect;Errors but no TPs.;;;400
In ancient times, Wisdom (also known as Athena) defeated Sea in a battle for control of a city, and subsequently protected its people with her intelligence and creativity. A young woman named Medusa joined Wisdom's temple, where she blossomed into a beautiful and kind-hearted priestess, catching the attention of both Wisdom and Sea. Wisdom fell deeply in love with Medusa and bestowed gifts upon her to protect her from harm, including impenetrable skin, venomous teeth, and immortality. However, their happiness was short-lived as Thunder's son Perseus, aided by Athena herself, beheaded Medusa, killing her. Athena, filled with grief and regret, buried Medusa in their secret garden and vowed never to help any of Thunder's children again. The story ends with Thunder telling a distorted version of events, omitting the love story between Athena and Medusa and instead portraying Perseus as a hero who saved his mother from a monster.;Generic character death;Summary;Generic Character Death;petrification;;0;0;1;0;many men;;0;0;1;0;Medusa;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;1154
In ancient times, Wisdom (also known as Athena) defeated Sea in a battle for control of a city, and subsequently protected its people with her intelligence and creativity. A young woman named Medusa joined Wisdom's temple, where she blossomed into a beautiful and kind-hearted priestess, catching the attention of both Wisdom and Sea. Wisdom fell deeply in love with Medusa and bestowed gifts upon her to protect her from harm, including impenetrable skin, venomous teeth, and immortality. However, their happiness was short-lived as Thunder's son Perseus, aided by Athena herself, beheaded Medusa, killing her. Athena, filled with grief and regret, buried Medusa in their secret garden and vowed never to help any of Thunder's children again. The story ends with Thunder telling a distorted version of events, omitting the love story between Athena and Medusa and instead portraying Perseus as a hero who saved his mother from a monster.;False positive;Summary;;slaying;beheaded;1;0;0;0;Medusa;Medusa;1;0;0;0;thunder's son;Perseus;0;1;1;0;Partially Correct;Errors in: Perpetrator (FP or FN) with at least one TP;narrator;third;1154
"Here is a summary of the provided short story:  Semele, Zeus' mortal lover, demands that he grant her immortality by showing himself to her in his divine form, despite Zeus' warnings that it would be fatal for her. Semele's insistence, fueled by the old crone's (Hera's) manipulation, ultimately leads to her demise as Zeus' divine lightning strikes and burns out her eyes, killing her. The mode of Semele's death is being consumed by Zeus' divine fire. Zeus is both the perpetrator and the unwitting murderer, while Semele is the victim. In his grief, Zeus then performs a gruesome surgery on himself to implant their unborn son into his thigh, ensuring the child's survival and eventual """"twice-born"""" status.""";False positive & false negative;Summary;;manipulation, intercourse, struck by lightning ;divine fire;0;1;1;0;Semele;Semele;1;0;0;0;Zeus;Zeus;1;0;0;0;Partially Correct;Errors in: Mode of Demise (FP or FN) with at least one TP;narrator;third;805
Odysseus, King of Ithaca, is forced by Zeus to choose between his own life or the lives of his 36 men and crew. Odysseus ultimately chooses his men's lives over his own. He recalls a previous instance where he had to make a similar choice, opting to spare Hector's son but now facing guilt for it. The story implies that Odysseus' men will die as a result of his decision, with Eurylochus tearfully acknowledging their impending doom.;False negative;Summary;False negative perpetrator;drowning/death by seamonster;;0;0;1;0;unnamed;Odysseus' men;1;0;0;0;Scylla;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;narrator;third;5134
Odysseus, King of Ithaca, is forced by Zeus to choose between his own life or the lives of his 36 men and crew. Odysseus ultimately chooses his men's lives over his own. He recalls a previous instance where he had to make a similar choice, opting to spare Hector's son but now facing guilt for it. The story implies that Odysseus' men will die as a result of his decision, with Eurylochus tearfully acknowledging their impending doom.;False negative;Summary;;self-sacrifice;;0;0;1;0;Demetrius;;0;0;1;0;Scylla;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;third;5134
Odysseus, King of Ithaca, is forced by Zeus to choose between his own life or the lives of his 36 men and crew. Odysseus ultimately chooses his men's lives over his own. He recalls a previous instance where he had to make a similar choice, opting to spare Hector's son but now facing guilt for it. The story implies that Odysseus' men will die as a result of his decision, with Eurylochus tearfully acknowledging their impending doom.;False negative;Summary;False negative perpetrator;self-sacrifice;;0;0;1;0;unnamed;Odysseus' men;1;0;0;0;Scylla;;0;0;1;0;Partially Correct;Errors in: Perpetrator (FP or FN), Mode of Demise (FP or FN) with at least one TP;direct speech;third;5134
Odysseus, King of Ithaca, is forced by Zeus to choose between his own life or the lives of his 36 men and crew. Odysseus ultimately chooses his men's lives over his own. He recalls a previous instance where he had to make a similar choice, opting to spare Hector's son but now facing guilt for it. The story implies that Odysseus' men will die as a result of his decision, with Eurylochus tearfully acknowledging their impending doom.;False positive;Question Answering;;;;0;0;0;1;;Odysseus;0;1;0;0;;Zeus;0;1;0;0;Incorrect;Errors but no TPs.;;;5134
Eurydice was murdered by Apollo's son, whose name is not mentioned, as an act of vengeance against his father. The mode of demise is not specified. In exchange for Eurydice's return to earth, her lover made a deal with Hades, trading his own soul, thereby becoming one of Hades' trophies and the musician in the underworld.;False positive;Summary;False positive perpetrator;snake bite;;0;0;1;0;Eurydice;;0;0;1;0;Apollo;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;5430
Eurydice was murdered by Apollo's son, whose name is not mentioned, as an act of vengeance against his father. The mode of demise is not specified. In exchange for Eurydice's return to earth, her lover made a deal with Hades, trading his own soul, thereby becoming one of Hades' trophies and the musician in the underworld.;False negative;Question Answering;;self-sacrifice;;0;0;1;0;Orpheus;;0;0;1;0;Hades;;0;0;1;0;Incorrect;All three elements have FP or FN.;narrator;first;5430
Eurydice was murdered by Apollo's son, whose name is not mentioned, as an act of vengeance against his father. The mode of demise is not specified. In exchange for Eurydice's return to earth, her lover made a deal with Hades, trading his own soul, thereby becoming one of Hades' trophies and the musician in the underworld.;False positive;Summary;;;not specified;0;0;0;1;;Eurydice;0;1;0;0;;Apollo's son;0;1;0;0;Incorrect;Errors but no TPs.;;;5430
Hyacinthus, a mortal, was killed by a discus thrown by Zephyrus, who made a bet with Apollo about whose projectile would reach Hyacinthus first. The mode of demise is blunt force trauma caused by the discus hitting him in the head. Zephyrus is the perpetrator and murderer, while Hyacinthus is the victim. Apollo tried to save Hyacinthus but was too late, and after his death, Apollo used his powers to create a purple flower with red edges from his blood and tears.;False negative;Summary;;snake bite;;0;0;1;0;Artemis;;0;0;1;0;Hera;;0;0;1;0;Incorrect;All three elements have FP or FN.;direct speech;first;4072
Hyacinthus, a mortal, was killed by a discus thrown by Zephyrus, who made a bet with Apollo about whose projectile would reach Hyacinthus first. The mode of demise is blunt force trauma caused by the discus hitting him in the head. Zephyrus is the perpetrator and murderer, while Hyacinthus is the victim. Apollo tried to save Hyacinthus but was too late, and after his death, Apollo used his powers to create a purple flower with red edges from his blood and tears.;False negative;Summary;;unspecified;;0;0;0;1;Leto;;0;0;1;0;---;;0;0;0;1;Incorrect;Errors but no TPs.;direct speech;first;4072
Hyacinthus, a mortal, was killed by a discus thrown by Zephyrus, who made a bet with Apollo about whose projectile would reach Hyacinthus first. The mode of demise is blunt force trauma caused by the discus hitting him in the head. Zephyrus is the perpetrator and murderer, while Hyacinthus is the victim. Apollo tried to save Hyacinthus but was too late, and after his death, Apollo used his powers to create a purple flower with red edges from his blood and tears.;;;;discus;blunt force trauma;1;0;0;0;Hyacinthus;Hyacinthus;1;0;0;0;Zephyrus;Zephyrus;1;0;0;0;Correct;No errors for Victim, Perpetrator, or Mode of Demise.;narrator;first;4072
